communityname,racepctblack,pctUrban,pctWPubAsst,PctPopUnderPov,PctHousOccup,PctSameHouse85,arsons,arsonsPerPop
WestSpringfieldtown,1.39,100.0,6.78,8.34,94.89,57.88,2.772588722239781,53.03
Washingtoncity,65.84,100.0,8.94,16.87,89.64,53.49,5.303304908059076,36.1
Antiochcity,2.61,100.0,8.91,9.12,93.16,41.64,4.406719247264253,110.38
Bismarckcity,0.11,100.0,4.75,9.65,96.39,51.2,0.0,0.0
Hopewelltownship,4.18,19.48,1.71,1.81,96.39,69.96,2.772588722239781,125.93
Miamisburgcity,0.8,100.0,6.07,7.73,96.96,51.08,1.9459101490553132,32.97
Ozarkcity,24.49,0.0,9.21,16.73,88.7,49.18,2.0794415416798357,52.59
WestJordancity,0.28,98.86,4.6,6.98,95.73,54.33,2.0794415416798357,13.7
Rahwaycity,20.21,100.0,3.31,6.42,96.34,64.92,1.6094379124341005,15.45
RedBankborough,26.41,100.0,5.88,9.71,91.61,58.95,1.3862943611198906,29.29
Morristownship,5.88,93.79,2.13,3.0,96.06,59.42,0.6931471805599453,4.84
SanMateocity,3.58,100.0,3.67,6.16,96.08,50.37,2.70805020110221,15.86
Bedfordtownship,0.18,74.45,3.93,4.24,97.8,62.52,1.6094379124341005,39.69
Annistoncity,44.33,100.0,10.83,24.4,89.31,54.49,3.332204510175204,98.45
Leominstercity,2.25,100.0,6.47,7.18,95.5,54.85,1.3862943611198906,7.8
Easleycity,12.49,0.0,6.94,10.72,93.64,58.12,0.0,0.0
GlenRockborough,2.21,100.0,1.0,1.54,97.17,72.01,0.0,0.0
Watertowntown,1.3,100.0,4.89,5.64,96.22,56.97,0.0,0.0
Freeholdborough,18.26,100.0,5.53,8.11,94.7,57.45,0.6931471805599453,8.58
Daviscity,3.01,100.0,3.33,25.47,98.05,26.95,2.995732273553991,39.16
Darientown,0.41,100.0,1.72,1.91,96.18,63.72,0.0,0.0
Crowleycity,30.68,0.0,18.71,34.58,88.01,58.98,0.0,0.0
Lynwoodcity,23.65,100.0,16.62,21.84,97.47,51.0,4.0943445622221,90.58
Berkeleycity,18.77,100.0,7.82,17.54,95.01,44.38,4.174387269895637,63.79
Cambridgecity,44.23,0.0,13.55,21.96,90.13,59.28,1.3862943611198906,25.52
Atlantacity,67.07,100.0,13.64,27.29,85.22,49.85,5.517452896464707,61.33
Blainecity,0.33,99.14,3.65,5.23,97.34,54.4,2.5649493574615367,28.34
Gilberttown,1.59,98.03,2.89,6.18,88.04,20.41,2.302585092994046,17.02
Burlingtontownship,21.1,90.14,5.6,4.95,95.31,56.52,2.1972245773362196,62.76
NewBedfordcity,4.07,100.0,17.15,16.78,92.88,60.73,4.499809670330265,93.55
Perkinstownship,5.74,0.0,5.08,4.97,95.61,61.85,0.0,0.0
Ontariocity,7.3,100.0,9.73,13.56,94.69,39.68,4.174387269895637,47.23
Chandlercity,2.56,98.85,3.8,9.69,90.06,32.91,3.8501476017100584,37.27
Garfieldcity,2.24,100.0,3.55,7.41,95.53,59.86,2.0794415416798357,26.34
Pampacity,4.44,0.0,5.34,14.29,84.0,57.65,0.6931471805599453,5.02
Maldencity,4.18,100.0,6.55,7.55,94.42,57.97,0.0,0.0
Clearwatercity,8.97,100.0,4.52,10.65,81.99,46.11,3.688879454113936,38.48
Carrolltoncity,29.47,0.0,9.84,21.22,89.51,38.34,1.9459101490553132,34.29
Bartlesvillecity,3.33,0.0,4.29,11.06,88.09,51.64,2.9444389791664403,53.18
Deptfordtownship,10.18,95.86,4.49,5.22,96.42,64.75,1.9459101490553132,23.71
Manchestertownship,3.27,87.73,2.91,4.63,89.04,63.63,2.833213344056216,43.19
Dyertown,0.58,100.0,2.42,1.82,98.58,60.07,0.6931471805599453,8.31
SterlingHeightscity,0.4,100.0,3.17,3.55,96.5,61.03,3.49650756146648,26.63
AllenParkcity,0.46,100.0,3.5,3.26,98.34,72.91,1.791759469228055,16.49
Hamptontownship,0.53,100.0,1.86,2.54,97.27,62.56,0.0,0.0
Salemcity,1.51,100.0,7.67,14.5,96.09,38.87,4.110873864173311,51.08
Hazletoncity,0.21,0.0,8.6,13.48,93.22,69.51,1.0986122886681098,8.1
Akroncity,24.51,100.0,14.23,20.48,93.31,54.94,5.25227342804663,85.25
Bayonnecity,4.71,100.0,5.56,8.79,95.62,68.49,1.791759469228055,7.99
Lynncity,8.06,100.0,13.4,15.91,91.01,55.72,0.0,0.0
Concordtown,2.66,78.87,2.11,3.26,96.21,58.21,0.0,0.0
Woodbridgetownship,6.46,100.0,3.55,3.04,97.03,66.03,3.091042453358316,21.65
Bellflowercity,6.27,100.0,9.27,9.62,94.97,41.27,3.1354942159291497,32.83
Clarktownship,0.1,100.0,2.43,1.81,97.96,75.7,0.0,0.0
Weslacocity,0.17,100.0,17.97,35.49,74.47,63.25,1.9459101490553132,23.38
Streamwoodvillage,1.99,100.0,2.3,2.63,96.19,47.01,2.0794415416798357,21.11
OakParkcity,34.3,100.0,7.34,10.85,95.95,58.68,2.4849066497880004,34.34
Aberdeentownship,11.4,100.0,2.93,3.18,95.71,61.79,0.0,0.0
Gatesvillecity,24.67,0.0,7.24,13.13,87.66,34.42,1.3862943611198906,24.59
Sylacaugacity,24.53,0.0,9.76,19.6,91.85,56.48,1.791759469228055,21.08
Lexingtontown,1.08,100.0,2.82,2.63,96.99,66.07,1.0986122886681098,6.66
Richlandcity,1.43,100.0,5.55,7.79,94.88,47.87,2.0794415416798357,19.27
Rosevillecity,0.91,100.0,7.17,6.83,93.35,35.65,3.332204510175204,50.67
PicoRiveracity,0.69,100.0,12.12,11.61,98.08,61.7,2.3978952727983707,15.9
Plainvilletown,2.4,97.42,2.38,3.96,95.13,64.16,0.0,0.0
Moontownship,3.21,86.13,2.91,6.2,91.85,58.88,0.0,0.0
Laceycity,2.95,100.0,5.84,7.91,95.56,39.2,1.0986122886681098,9.2
Columbuscity,51.17,0.0,16.98,28.63,92.29,53.4,1.9459101490553132,22.11
WhiteSettlementcity,4.4,100.0,4.14,12.77,90.98,42.49,0.0,0.0
Framinghamtown,3.7,100.0,5.58,5.96,95.12,55.47,1.6094379124341005,5.94
Exetertown,0.43,0.0,2.77,5.2,93.06,47.47,2.1972245773362196,63.43
ElSegundocity,1.01,100.0,2.22,4.25,94.2,39.12,1.9459101490553132,38.31
Nacogdochescity,22.47,0.0,7.83,31.53,92.27,33.41,3.258096538021482,77.27
Dentoncity,9.53,100.0,3.38,20.65,89.33,31.72,4.04305126783455,79.42
Claremorecity,2.58,0.0,5.75,15.75,92.36,47.03,0.6931471805599453,6.38
Odessacity,5.97,100.0,6.78,19.36,86.95,49.45,4.0943445622221,61.11
Taylorcity,16.72,0.0,9.54,21.88,87.52,58.22,0.0,0.0
Orangecity,1.4,100.0,5.55,7.99,96.77,43.08,3.7612001156935624,35.78
Portsmouthcity,5.17,0.0,19.47,27.97,89.86,52.17,3.044522437723423,83.3
OregonCitycity,0.33,100.0,4.6,9.25,96.55,45.1,2.0794415416798357,42.72
Washingtoncity,0.74,0.0,3.54,5.22,94.49,53.15,1.0986122886681098,17.5
Campbellcity,1.98,100.0,6.01,5.76,96.51,41.46,2.302585092994046,24.0
Sedaliacity,5.44,0.0,7.68,15.01,90.36,54.11,0.0,0.0
Astoriacity,0.34,0.0,7.12,16.46,91.04,47.61,1.3862943611198906,28.93
Woodburycity,20.13,100.0,13.13,12.38,95.85,61.21,0.0,0.0
Montereycity,2.93,100.0,3.81,6.58,94.04,31.76,2.70805020110221,46.73
Orangeburgcity,59.87,0.0,13.9,25.0,91.35,42.05,1.791759469228055,36.25
Beaconcity,15.02,100.0,6.96,11.46,93.69,55.49,1.3862943611198906,22.21
Auroracity,11.86,100.0,5.63,10.54,94.64,46.29,4.007333185232471,50.61
Norwoodcity,1.01,100.0,9.69,13.19,94.43,53.59,1.9459101490553132,26.7
Medfordcity,4.07,100.0,5.73,6.93,96.38,63.07,1.6094379124341005,7.15
Bexleycity,3.53,100.0,1.49,5.26,95.83,56.9,1.6094379124341005,29.76
Maderacity,4.63,0.0,21.4,26.93,96.11,47.75,2.6390573296152584,38.37
Hibbingcity,0.14,0.0,10.13,15.21,91.1,64.75,0.0,0.0
Nortontown,1.34,16.62,5.66,5.5,95.65,55.33,0.0,0.0
Fridleycity,0.98,100.0,5.38,6.08,95.54,57.77,1.6094379124341005,15.1
Scarboroughtown,0.24,31.71,3.29,2.62,87.96,50.73,0.0,0.0
RanchoCucamongacity,5.87,100.0,4.64,5.47,92.49,36.97,3.218875824868201,20.8
MachesneyParkvillage,0.7,100.0,3.67,7.08,97.46,60.19,1.3862943611198906,15.15
Morristowncity,9.01,0.0,10.75,20.09,94.24,52.95,2.9444389791664403,80.49
Adriancity,3.27,0.0,14.0,20.65,95.37,45.19,1.3862943611198906,13.23
Dearborncity,0.55,100.0,5.85,10.78,95.97,63.29,2.8903717578961645,19.62
OilCitycity,0.47,0.0,11.84,18.26,89.47,60.55,2.1972245773362196,67.63
Frasercity,0.17,100.0,4.61,5.38,96.97,64.97,1.6094379124341005,28.24
Tallmadgecity,1.32,100.0,3.92,5.37,97.7,64.07,2.772588722239781,97.51
Brownsvillecity,53.49,0.0,16.32,26.76,96.1,58.57,0.6931471805599453,9.58
Jacksonvillecity,24.35,98.8,6.33,12.81,90.37,46.33,5.961005339623274,56.98
Springtownship,1.01,86.8,1.77,2.61,96.56,60.21,0.6931471805599453,5.2
Greenfieldcity,0.1,0.0,4.9,7.77,96.02,51.27,1.0986122886681098,15.22
Kellercity,0.57,100.0,1.51,2.55,93.64,36.42,0.6931471805599453,5.22
Pascocity,5.64,98.02,12.86,33.01,88.88,34.23,1.9459101490553132,25.42
DalyCitycity,7.7,100.0,8.44,7.18,96.18,50.79,1.9459101490553132,6.35
Fitchburgcity,3.43,100.0,12.41,14.0,92.19,51.77,2.5649493574615367,32.5
Selmacity,1.39,0.0,19.58,24.12,97.02,50.64,2.5649493574615367,72.73
NorthAndovertown,0.78,75.15,3.07,2.84,95.41,57.78,0.0,0.0
Hueytowncity,13.28,100.0,2.78,6.98,96.38,67.63,1.791759469228055,21.08
LaVernecity,3.0,100.0,4.92,4.42,96.64,50.17,2.6390573296152584,39.07
Tupelocity,24.37,0.0,6.7,12.61,94.89,48.7,1.3862943611198906,9.0
ElkCitycity,3.34,0.0,12.26,18.33,81.92,44.46,0.6931471805599453,9.39
Carteretborough,5.82,100.0,5.42,8.35,96.92,65.87,0.0,0.0
Lamesacity,5.39,0.0,11.19,32.97,88.22,63.39,0.0,0.0
McKinneycity,12.88,0.0,7.75,17.47,88.96,40.44,1.9459101490553132,22.2
Columbiaborough,3.88,100.0,8.83,10.77,94.79,55.75,1.791759469228055,43.28
Perrytownship,0.46,0.0,7.33,12.36,95.0,57.03,2.3978952727983707,32.11
Northamptontownship,0.44,98.05,1.91,1.55,96.68,62.79,1.0986122886681098,5.55
BentonHarborcity,92.19,100.0,44.82,58.0,90.46,45.33,3.1780538303479458,173.47
Eufaulacity,34.46,0.0,11.9,20.37,89.76,54.56,1.791759469228055,21.08
PortHuroncity,6.81,100.0,17.03,22.12,93.81,51.52,3.4339872044851463,89.39
Carlsbadcity,1.18,100.0,4.03,6.84,91.78,31.55,2.1972245773362196,12.16
Napacity,0.38,100.0,7.33,7.73,95.96,45.79,4.382026634673881,123.9
Daltoncity,10.65,0.0,6.75,14.76,91.4,43.73,2.1972245773362196,35.02
Beloitcity,15.67,100.0,15.04,17.55,94.83,53.08,2.833213344056216,43.31
Frankfortcity,11.65,0.0,5.49,13.02,92.9,49.11,1.3862943611198906,10.93
Norwichtown,5.28,100.0,8.88,11.88,91.17,53.01,2.6390573296152584,36.62
DiamondBarcity,5.66,100.0,3.36,3.48,95.68,40.48,2.70805020110221,23.68
Evanstoncity,0.17,0.0,5.9,9.22,81.12,35.02,0.0,0.0
JerseyCitycity,29.69,100.0,12.15,18.88,90.8,57.32,4.0943445622221,25.97
Marshalltowncity,1.0,0.0,6.18,9.54,93.83,58.48,1.791759469228055,21.08
Maryvillecity,3.14,100.0,8.89,13.87,93.21,48.93,1.6094379124341005,17.53
WinterParkcity,13.43,100.0,4.04,9.98,91.74,48.88,2.0794415416798357,29.43
Conroecity,13.4,0.0,7.49,18.78,87.1,43.21,1.791759469228055,15.89
Sheboygancity,0.21,100.0,7.47,9.31,95.7,56.52,3.1354942159291497,43.33
Racinecity,18.45,100.0,11.71,15.86,95.81,57.15,3.7612001156935624,48.44
Springfieldcity,19.15,100.0,16.52,20.11,94.21,54.45,1.791759469228055,21.08
Reddingcity,1.05,100.0,14.66,14.31,95.84,34.92,3.044522437723423,27.3
Templecity,17.13,100.0,8.19,19.16,87.62,45.27,2.0794415416798357,13.19
UpperGwyneddtownship,3.11,97.38,1.76,1.28,95.07,56.05,1.3862943611198906,24.18
Jamestowncity,0.3,0.0,7.67,11.72,92.03,52.92,1.9459101490553132,38.87
Doylestowntownship,2.52,92.12,2.37,2.22,93.68,53.2,1.6094379124341005,27.11
Foxboroughtown,0.5,81.15,3.29,4.5,96.07,67.13,0.0,0.0
HighlandParkcity,92.8,100.0,34.6,42.36,87.68,55.38,2.772588722239781,74.39
DesPlainescity,0.61,100.0,2.31,2.2,97.47,63.68,2.3978952727983707,18.37
Nicholasvillecity,4.8,0.0,6.35,12.68,94.77,46.44,0.0,0.0
FortLauderdalecity,28.11,100.0,4.95,17.11,81.75,47.93,4.1588830833596715,38.11
Jacksonvillecity,17.65,0.0,5.73,21.03,92.3,35.05,0.6931471805599453,9.03
Brecksvillecity,1.96,100.0,1.16,2.26,96.78,59.99,0.0,0.0
Peekskillcity,21.21,100.0,6.42,11.61,91.39,52.14,1.791759469228055,21.08
Radcliffcity,19.74,0.0,5.5,13.18,86.79,34.24,0.6931471805599453,4.99
Wilbrahamtown,1.23,50.04,3.61,3.5,96.61,69.9,1.9459101490553132,46.24
Schertzcity,3.69,97.66,4.83,11.42,93.15,46.49,1.791759469228055,38.66
Northglenncity,1.64,100.0,4.6,5.34,94.13,54.2,2.1972245773362196,28.4
Lynnwoodcity,1.96,100.0,6.49,9.29,95.45,36.51,2.6390573296152584,41.85
NorthRidgevillecity,0.64,100.0,3.58,4.1,97.91,60.81,0.6931471805599453,4.44
Planocity,4.14,100.0,1.45,3.34,93.63,40.12,2.995732273553991,11.85
Kirklandcity,1.51,100.0,2.5,5.67,95.29,41.06,2.4849066497880004,25.61
Saginawtownship,2.84,98.26,3.76,5.58,96.74,56.83,2.0794415416798357,18.08
SouthMiamicity,29.58,100.0,6.18,14.79,95.01,57.52,1.0986122886681098,18.13
WallaWallacity,2.25,0.0,9.86,19.34,93.08,43.15,3.091042453358316,70.78
MountProspectvillage,1.14,100.0,2.19,3.26,96.81,57.08,1.3862943611198906,5.59
BalchSpringscity,9.34,100.0,6.28,13.67,88.4,45.81,3.1780538303479458,119.05
Kingsportcity,4.43,100.0,10.42,18.12,93.35,55.89,2.772588722239781,38.38
Windsortown,17.23,87.84,2.44,2.43,96.14,56.18,1.0986122886681098,7.18
Marshfieldtown,0.72,0.0,3.8,3.63,85.13,62.02,0.0,0.0
Sanfordcity,28.49,100.0,9.2,16.27,87.6,46.34,2.0794415416798357,20.01
Rosenbergcity,7.85,0.0,6.59,21.54,91.7,51.0,4.2626798770413155,178.53
Camarillocity,1.6,100.0,4.74,4.37,96.68,47.18,2.833213344056216,28.06
Chicocity,1.82,100.0,9.49,32.03,95.17,23.36,3.258096538021482,57.0
Vernontownship,0.37,0.0,2.24,2.93,78.53,60.41,0.0,0.0
RockyMountcity,49.59,100.0,11.28,18.09,93.55,52.11,2.3978952727983707,18.92
Jenningscity,26.32,0.0,13.89,32.89,89.36,60.5,1.3862943611198906,25.1
Sanduskycity,18.93,0.0,8.34,15.4,89.89,55.09,1.0986122886681098,6.6
Binghamtoncity,4.89,100.0,10.55,19.98,91.84,51.42,2.302585092994046,17.63
Ashlandcity,2.5,100.0,10.3,18.06,91.9,60.11,0.0,0.0
Hazlettownship,0.86,100.0,3.28,2.61,97.94,72.3,0.6931471805599453,4.35
MidwestCitycity,16.27,100.0,5.25,11.25,89.25,51.19,2.3978952727983707,18.59
PhenixCitycity,39.97,100.0,10.49,22.21,90.12,57.5,1.791759469228055,21.08
WestMifflinborough,7.45,100.0,7.19,9.99,96.88,78.56,1.3862943611198906,12.81
Johnstowncity,8.95,100.0,16.08,26.94,85.47,66.38,2.3978952727983707,36.55
Gainesvillecity,7.05,0.0,7.96,21.68,88.71,52.18,1.0986122886681098,13.86
PortAngelescity,0.4,0.0,8.42,13.89,93.96,47.83,2.6390573296152584,67.63
Modestocity,2.68,100.0,13.19,12.98,95.2,38.24,5.652489180268651,160.23
Shivelycity,14.88,100.0,5.08,10.67,96.34,64.51,0.0,0.0
Plainstownship,0.14,98.21,5.9,9.05,94.56,73.23,0.6931471805599453,8.95
Galvestoncity,29.05,98.68,9.45,24.24,78.18,48.74,4.110873864173311,99.44
Flinttownship,7.65,96.9,7.61,9.98,95.19,59.37,2.1972245773362196,22.84
Saratogacity,0.42,100.0,1.84,1.44,97.43,61.74,1.0986122886681098,6.67
Berkleycity,0.16,100.0,4.67,3.72,98.25,64.42,0.0,0.0
VentnorCitycity,1.39,100.0,6.08,6.64,65.92,61.34,0.0,0.0
Vacavillecity,8.91,100.0,6.56,6.09,95.63,35.46,3.332204510175204,32.36
Amescity,2.45,0.0,3.03,24.12,97.23,27.29,1.791759469228055,21.08
SouthSaltLakecity,1.32,100.0,9.56,17.24,88.7,40.26,2.0794415416798357,61.15
Guilfordtown,0.55,8.87,1.76,2.97,92.48,63.12,0.6931471805599453,4.98
Saugustown,0.55,100.0,5.08,3.93,97.46,74.48,1.791759469228055,21.08
Alexandriacity,21.89,100.0,3.06,7.09,91.46,36.8,3.4657359027997265,27.19
Caycecity,19.44,100.0,6.95,9.3,93.94,55.75,0.0,0.0
Leesburgtown,12.26,0.0,3.66,6.14,90.68,30.42,0.6931471805599453,5.01
Rowlettcity,5.38,100.0,1.79,2.53,92.74,36.41,1.791759469228055,15.76
Nutleytownship,1.76,100.0,3.15,5.04,96.3,69.35,2.772588722239781,54.46
Kelsocity,0.34,100.0,13.66,20.43,95.18,46.15,2.4849066497880004,88.39
Donnacity,0.16,100.0,24.49,38.96,77.62,66.12,0.0,0.0
Hollywoodcity,8.52,100.0,5.28,11.01,83.57,49.56,3.091042453358316,16.55
Pittsburghcity,25.78,100.0,13.75,21.42,90.2,60.22,5.817111159963204,94.42
Wethersfieldtown,1.14,100.0,2.9,2.7,97.03,71.43,1.0986122886681098,7.79
Florencecity,0.91,100.0,6.02,8.91,95.32,46.8,0.0,0.0
Whitehallborough,0.51,100.0,2.43,6.66,97.04,69.47,0.0,0.0
Cliftoncity,1.4,100.0,3.23,4.7,96.81,67.63,1.791759469228055,6.72
Plymouthtown,1.85,0.0,7.01,5.75,80.76,58.1,0.6931471805599453,2.06
FortCollinscity,0.98,100.0,3.62,16.95,95.28,32.29,3.332204510175204,26.62
Lincolntown,0.23,80.85,4.61,4.8,96.66,65.26,0.6931471805599453,5.37
Rosemeadcity,0.62,100.0,17.5,20.02,96.94,44.96,2.3978952727983707,19.13
Ashlandcity,0.5,0.0,4.78,17.35,95.13,36.56,2.5649493574615367,69.55
MiamiShoresvillage,20.39,100.0,1.99,11.12,93.59,53.22,0.6931471805599453,9.08
OaklandParkcity,12.86,100.0,4.59,10.36,87.19,37.35,1.0986122886681098,6.76
NewCastlecity,2.15,0.0,8.66,19.72,93.12,59.11,0.0,0.0
Plainviewcity,6.71,0.0,9.2,22.58,90.53,50.27,2.0794415416798357,30.78
Laconiacity,0.13,0.0,6.33,8.24,75.31,52.89,3.80666248977032,178.53
Franklintown,0.67,78.31,4.13,2.4,96.28,54.47,0.0,0.0
Wilkinsburgborough,52.54,100.0,11.63,17.28,86.57,54.98,2.4849066497880004,54.09
Pecoscity,2.78,0.0,17.0,26.74,85.18,64.4,0.0,0.0
BattleCreekcity,16.54,99.61,14.23,18.26,92.28,50.61,3.332204510175204,35.04
Clearfieldcity,4.59,100.0,6.31,17.51,94.66,40.97,2.0794415416798357,29.32
PompanoBeachcity,28.48,100.0,5.48,16.05,75.28,49.14,3.4011973816621555,37.72
Warwicktownship,0.17,27.91,1.86,2.69,97.38,57.74,0.0,0.0
Westfordtown,0.23,50.52,2.63,1.12,96.13,66.16,0.0,0.0
WarrensvilleHeightscity,88.99,100.0,9.09,10.28,94.37,60.87,2.302585092994046,56.93
Alvincity,1.83,0.0,3.88,14.01,87.14,47.06,1.0986122886681098,9.11
Everettcity,1.66,100.0,10.71,12.04,93.13,39.72,4.110873864173311,78.17
Beavertoncity,1.0,100.0,3.35,6.45,91.77,33.22,3.4011973816621555,47.99
Wilmingtoncity,5.76,0.0,10.72,15.05,95.58,49.67,0.0,0.0
Alabastercity,10.98,100.0,3.72,5.65,95.66,43.46,1.791759469228055,21.08
Martinsvillecity,0.0,0.0,6.48,10.84,95.74,52.69,1.3862943611198906,24.1
PomptonLakesborough,0.54,100.0,3.66,2.07,97.12,65.34,0.0,0.0
Amarillocity,5.99,100.0,5.66,16.77,89.13,48.34,4.248495242049359,41.04
Bethlehemcity,1.42,100.0,5.39,6.09,96.53,62.09,2.0794415416798357,9.6
Coltoncity,8.72,100.0,12.25,15.59,91.19,37.98,2.9444389791664403,43.43
Middletowntownship,1.57,100.0,3.73,3.52,96.91,59.6,1.791759469228055,21.08
Daphnecity,15.89,0.0,2.11,7.06,90.5,47.23,1.791759469228055,21.08
Chesterfieldtownship,1.48,92.6,4.28,4.31,92.93,46.93,1.0986122886681098,7.51
LowerMakefieldtownship,1.42,94.13,1.63,1.8,96.51,57.42,0.0,0.0
GardenGrovecity,1.5,100.0,9.42,10.42,96.86,45.29,4.189654742026425,43.71
Bridgewatertownship,1.6,98.37,2.54,1.62,96.04,60.73,1.791759469228055,14.31
SanFernandocity,1.18,100.0,12.18,17.68,97.22,52.02,1.6094379124341005,17.31
Radnortownship,3.16,100.0,3.22,5.31,92.92,49.29,0.6931471805599453,3.43
Hendersoncity,10.48,100.0,9.94,17.04,92.89,47.98,2.302585092994046,33.71
Alliancecity,12.06,0.0,12.68,19.29,93.01,55.85,3.091042453358316,88.33
Andovertown,0.84,82.86,3.64,2.93,95.62,68.34,0.6931471805599453,3.24
Stocktoncity,9.63,100.0,21.3,21.37,94.86,43.67,4.890349128221754,58.99
Windhamtown,0.25,0.0,3.14,3.82,86.94,59.4,1.3862943611198906,22.84
Ferndalecity,1.39,100.0,8.19,10.66,96.58,55.42,1.9459101490553132,25.69
Ephrataborough,0.22,0.0,4.71,5.78,96.97,51.82,0.0,0.0
Albioncity,30.76,0.0,17.71,25.36,92.97,51.67,1.3862943611198906,29.26
Bridgetoncity,3.66,100.0,1.74,2.98,95.37,57.56,0.0,0.0
Prescottcity,0.48,0.0,4.81,13.27,85.71,38.2,2.772588722239781,47.69
Delanocity,2.35,0.0,18.65,23.66,96.2,51.54,0.6931471805599453,3.59
Athenscity,17.99,0.0,8.64,14.4,91.62,52.81,1.791759469228055,21.08
OakCreekcity,0.73,100.0,3.85,2.19,97.49,59.29,0.0,0.0
EastRidgecity,0.53,100.0,2.51,7.62,94.58,52.06,0.0,0.0
Livoniacity,0.26,100.0,2.55,2.59,98.02,65.28,1.791759469228055,21.08
Eurekacity,1.43,0.0,15.74,18.66,94.53,45.73,3.6635616461296463,138.92
Escondidocity,1.46,100.0,7.52,11.21,93.4,30.71,3.5263605246161616,28.22
CocoaBeachcity,0.5,100.0,3.31,5.24,72.84,49.31,0.6931471805599453,8.16
ArroyoGrandecity,0.61,0.0,6.98,8.35,94.47,46.42,1.9459101490553132,39.41
Shorewoodvillage,1.54,100.0,2.39,6.31,97.6,47.96,0.0,0.0
Ocoeecity,1.31,100.0,3.88,7.7,94.46,52.39,0.0,0.0
SealBeachcity,0.98,100.0,3.57,4.83,92.8,56.45,2.5649493574615367,47.89
Romecity,7.95,97.26,8.39,12.06,94.56,49.85,2.1972245773362196,18.12
Beckleycity,22.25,0.0,9.96,21.38,88.01,59.55,2.5649493574615367,64.82
Anaheimcity,2.54,100.0,6.57,10.64,94.0,40.71,4.31748811353631,26.1
Greenburghtown,13.15,100.0,2.6,4.1,95.83,62.92,1.6094379124341005,9.74
LakeJacksoncity,3.2,0.0,1.7,3.43,90.82,46.67,0.6931471805599453,3.91
Paramountcity,10.69,100.0,13.46,17.6,94.66,40.17,3.295836866004329,49.55
Fairmontcity,6.65,0.0,9.8,21.89,87.14,60.5,0.0,0.0
Herefordcity,2.01,0.0,10.57,27.89,88.82,51.84,2.1972245773362196,52.87
Edinacity,0.72,100.0,2.01,3.21,94.65,57.52,2.1972245773362196,17.04
WestDeptfordtownship,3.86,99.63,3.06,5.25,96.98,57.69,0.6931471805599453,4.92
Gardnercity,2.0,0.0,9.52,10.98,92.2,52.42,0.6931471805599453,4.89
Scherervilletown,0.72,100.0,1.3,3.43,96.27,42.23,1.3862943611198906,12.14
VanBurencity,1.61,100.0,7.25,18.58,93.11,44.89,0.6931471805599453,5.85
Piquacity,3.75,0.0,9.85,14.18,96.5,55.68,1.3862943611198906,14.37
InverGroveHeightscity,0.74,100.0,3.58,7.23,95.75,49.99,2.995732273553991,76.83
Coventrytown,0.78,0.0,2.76,3.16,93.32,60.0,1.791759469228055,48.87
SanClementecity,0.67,100.0,2.69,6.99,89.19,33.85,2.833213344056216,35.26
Salemcity,2.67,100.0,8.73,11.7,92.1,52.77,1.3862943611198906,7.96
Lakewoodcity,1.04,100.0,3.42,7.6,92.78,49.04,4.30406509320417,56.52
Miamicity,27.39,100.0,18.01,31.17,90.11,45.67,5.5909869805108565,70.5
Manalapantownship,3.07,88.24,2.35,2.61,94.03,61.22,1.0986122886681098,7.16
Narragansetttown,0.82,0.0,4.68,13.03,71.2,47.28,0.0,0.0
Monroecity,40.2,0.0,9.57,16.69,93.51,48.11,0.6931471805599453,5.06
BayCitycity,17.51,0.0,7.69,22.2,81.19,47.84,1.3862943611198906,15.59
Nederlandcity,0.54,100.0,2.91,6.69,95.6,63.23,0.0,0.0
Coatesvillecity,39.8,100.0,11.79,18.19,92.87,59.46,1.3862943611198906,25.3
Fitchburgcity,4.47,96.54,2.84,5.34,95.72,34.51,0.0,0.0
Calntownship,13.95,91.19,3.67,6.69,96.34,53.09,0.0,0.0
Albuquerquecity,2.98,100.0,5.48,13.98,92.18,45.25,5.44673737166631,55.04
PalmBeachGardenscity,0.81,100.0,1.47,4.51,78.52,39.34,1.3862943611198906,10.52
Milfordtown,1.34,0.0,5.96,4.45,95.35,59.71,0.0,0.0
Arcatacity,1.22,0.0,8.81,28.12,96.37,33.1,1.6094379124341005,25.76
UnionCitycity,8.58,100.0,9.71,6.51,96.57,50.13,3.332204510175204,48.51
Opelikacity,39.13,97.56,8.38,20.77,92.09,54.77,1.791759469228055,21.08
Middletowntown,11.1,100.0,4.83,7.02,92.92,47.92,1.3862943611198906,7.04
Dublincity,0.89,100.0,0.6,1.04,93.31,26.75,0.0,0.0
Parsippany-TroyHillstownship,3.6,100.0,2.54,2.13,96.88,59.66,2.3978952727983707,20.08
RanchoPalosVerdescity,1.89,100.0,1.85,3.16,96.61,61.98,2.1972245773362196,18.16
Gulfportcity,3.33,100.0,4.5,10.0,82.99,52.35,1.3862943611198906,25.43
Claremontcity,0.26,0.0,7.91,13.05,90.08,47.31,1.0986122886681098,14.69
Vancouvercity,2.26,100.0,11.02,17.06,95.78,40.77,3.713572066704308,75.9
Plainfieldcity,65.65,100.0,9.13,12.22,94.29,56.58,2.833213344056216,35.54
Edgewatercity,0.73,100.0,5.3,10.17,87.73,39.41,1.0986122886681098,10.9
Sandwichtown,0.42,6.59,2.52,4.8,76.8,47.15,0.0,0.0
