communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,PctPopUnderPov,medIncome,pctWPubAsst,PctUnemployed,PctHousOccup,PctSameHouse85,PctVacantBoarded,PctHousNoPhone,PctFam2Par,ViolentCrimesPerPop,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop
HarperWoodscity,0.89,1.02,100.0,0.98,4.42,0.195262785764789,2.5,4.24,97.45,65.69,0.0,0.18,80.65,374.06,0.0,299.82,1673.41,34.86
Ardmorecity,11.75,2.57,0.0,0.2,22.03,-1.2936601461230262,9.21,7.81,87.22,52.82,1.55,10.74,67.45,724.52,12.64,160.07,585.51,8.42
NewOrleanscity,61.92,3.47,99.96,1.36,31.63,-1.527692670280462,14.8,12.41,83.45,54.71,17.54,7.98,46.17,2038.98,40.84,1053.46,1941.75,21.08
Prichardcity,79.42,0.33,100.0,0.24,44.08,-2.340914447325006,21.41,17.87,85.3,58.72,18.63,13.46,43.49,2758.9,20.88,1049.77,1309.24,21.08
MontereyParkcity,0.64,31.33,100.0,22.32,16.42,0.1371670987508838,13.8,6.15,96.09,50.94,1.39,1.5,74.34,893.29,10.31,508.49,1169.86,3.44
Downeycity,3.36,32.34,100.0,7.97,8.05,0.6540183832194202,6.74,5.43,96.24,49.24,2.95,2.17,72.32,514.99,2.99,317.76,1152.49,45.82
Hopewellcity,25.58,1.81,100.0,0.43,14.41,-0.5311100636342211,7.39,7.2,93.65,54.15,3.11,9.72,62.72,708.53,8.1,166.0,149.8,133.61
Wakefieldtown,0.44,0.76,100.0,0.86,4.16,1.4752533584727787,5.4,6.39,97.65,70.63,1.34,0.24,83.67,69.94,0.0,23.31,349.69,0.0
Edmondcity,3.1,1.76,98.41,0.48,7.33,0.7309686542540655,2.85,3.89,91.06,43.57,0.43,2.2,81.78,160.72,1.62,34.09,259.74,34.09
Waynecity,7.51,2.18,100.0,0.73,9.58,-0.0225076596747584,8.71,7.4,97.45,57.4,1.07,2.96,68.87,374.06,5.16,299.0,840.29,72.17
Weymouthtown,0.99,1.04,100.0,0.29,4.13,1.1954984680650482,5.32,5.56,94.95,64.23,2.44,0.69,79.13,441.72,1.8,39.5,682.32,19.75
Mobilecity,38.93,1.02,100.0,0.55,22.43,-1.059981145415979,8.39,9.13,91.09,53.73,6.83,6.34,61.16,1076.95,20.37,575.34,745.62,25.23
Andovercity,0.32,1.01,100.0,0.11,3.64,1.7763374970539711,2.48,5.2,98.03,49.64,0.0,0.47,91.1,374.06,0.0,14.86,168.43,4.95
Gadsdencity,28.18,0.39,100.0,0.73,20.44,-1.444025453688428,10.34,8.36,91.47,58.53,2.94,8.06,63.64,2186.47,19.18,398.51,916.36,21.08
Rutlandcity,0.39,0.45,0.0,0.35,12.1,-0.707871788828659,10.93,6.24,93.01,50.62,4.25,7.41,69.6,136.06,5.67,5.67,102.05,21.08
Appletoncity,0.25,0.89,100.0,1.05,7.09,0.11006363422107,5.41,3.85,97.19,53.88,0.81,1.5,80.78,64.14,2.85,15.68,124.01,35.64
Portagecity,2.78,1.44,100.0,0.6,4.21,0.8960641055856705,3.03,3.99,95.87,52.2,0.15,1.0,81.33,374.06,0.0,44.43,149.66,30.4
Terrellcity,36.35,6.84,0.0,2.17,23.22,-1.1557860004713647,11.46,10.18,87.94,53.55,4.9,15.78,63.19,851.22,22.6,293.79,572.5,15.07
Kerrvillecity,4.1,21.96,0.0,1.65,15.11,-1.0906198444496815,6.71,6.59,85.86,48.39,1.11,9.48,68.92,242.89,0.0,56.85,180.88,41.34
Barnegattownship,1.59,2.52,0.0,0.51,5.43,0.5925053028517558,2.54,5.46,84.92,50.51,1.49,1.46,83.41,103.18,0.0,0.0,39.69,39.69
Columbiacity,43.69,1.98,97.73,0.69,21.17,-0.9692434598161678,7.38,5.87,91.85,39.07,3.86,7.49,56.43,2109.96,21.06,637.58,720.87,12.45
Cloviscity,1.72,16.31,100.0,2.28,10.34,0.0304030167334433,11.05,5.79,96.67,34.79,1.27,1.57,73.51,402.75,3.3,113.89,597.52,47.87
Owossocity,0.14,2.4,0.0,0.59,15.71,-0.9687720952156492,11.92,12.21,96.44,56.49,1.26,7.13,67.29,374.06,0.0,29.92,191.49,41.89
NewSmyrnaBeachcity,8.12,1.03,100.0,0.4,14.01,-0.9204572236625028,7.36,6.83,68.6,49.19,0.44,6.27,64.76,559.59,11.08,138.51,448.78,0.0
Danburytown,6.57,7.69,100.0,4.76,5.76,1.4601696912561866,3.98,5.4,92.85,52.6,1.19,2.26,78.27,265.95,1.55,109.78,620.02,18.55
Lexingtoncity,29.65,0.68,0.0,1.4,18.55,-1.2290831958519914,9.82,6.12,93.31,56.06,2.79,13.7,56.53,1012.03,10.6,259.63,381.5,42.39
Mundytownship,1.48,1.36,50.33,0.89,3.77,1.472543012019797,3.92,5.94,97.15,61.07,0.81,0.43,83.62,374.06,0.0,50.73,152.19,16.91
Columbuscity,22.57,1.07,100.0,0.9,17.26,-0.5669337732736272,9.43,5.91,92.42,42.29,6.7,4.62,63.29,1118.78,16.44,608.55,1106.89,161.1
Haverhillcity,2.01,5.28,100.0,1.47,8.83,0.6485976903134575,8.39,7.13,91.81,53.96,3.67,3.73,72.16,572.76,0.0,108.92,922.05,56.34
Commercecity,0.78,90.7,100.0,22.46,17.53,-0.4744284704218713,18.43,11.48,97.57,57.0,6.17,4.31,70.81,2584.96,8.05,1095.18,2457.56,48.32
Alpenacity,0.24,0.47,0.0,0.47,13.45,-1.2925995757718596,10.47,9.29,94.24,56.46,0.69,4.84,71.39,374.06,0.0,17.62,140.99,61.68
Elizabethtowncity,7.74,0.89,0.0,0.78,14.7,-0.9452038651897242,7.79,6.32,92.51,46.77,1.01,7.44,70.52,450.38,0.0,66.53,153.54,10.24
Oxnardcity,5.25,54.37,100.0,18.11,12.52,0.6755833136931416,11.02,6.71,95.28,47.7,0.21,2.72,74.37,984.34,10.91,316.52,783.1,38.2
Bellefontainecity,6.05,0.58,0.0,0.58,13.44,-0.7329719538062691,10.25,7.89,92.82,51.61,1.36,9.27,70.23,259.88,0.0,39.38,110.25,0.0
Winchestercity,10.02,1.0,0.0,0.33,11.3,-0.6310393589441433,5.73,4.77,92.62,45.92,2.35,9.74,70.69,711.46,0.0,99.85,224.67,29.12
RichmondHeightscity,15.19,1.22,100.0,0.33,7.31,0.0938015555031817,2.64,4.17,94.79,57.57,5.38,1.61,75.47,749.31,0.0,350.94,844.16,9.48
DanaPointcity,0.6,13.87,100.0,4.94,7.17,2.719184539241103,3.19,3.82,86.6,38.16,0.05,1.2,76.51,514.53,5.95,104.1,383.67,20.82
Houstoncity,28.09,27.63,100.0,8.38,20.74,-0.6104171576714589,7.06,8.18,84.92,45.36,12.67,8.45,64.89,374.06,25.72,74.8,1586.72,89.31
Danverstown,0.51,1.07,100.0,0.57,4.59,1.451567287296724,3.25,5.29,96.64,66.31,0.0,0.24,82.77,273.42,0.0,35.15,1093.66,0.0
Greenwoodcity,59.17,0.38,0.0,0.41,37.31,-1.8268913504595805,21.1,11.24,92.64,54.25,16.99,14.94,49.87,489.94,21.07,242.33,479.4,36.88
ClevelandHeightscity,37.1,1.08,100.0,1.67,8.46,0.5423049728965355,5.13,4.81,96.11,57.89,1.29,0.73,71.24,57.79,0.0,52.2,436.21,0.0
Cambridgecity,13.5,6.79,100.0,4.21,10.7,0.2002121140702333,6.43,5.15,93.87,42.92,3.65,1.53,63.59,985.62,2.13,269.58,1031.43,22.38
Dunkirkcity,3.77,13.97,0.0,2.98,18.67,-1.2607824652368609,14.32,11.19,94.96,63.16,2.67,9.52,64.53,259.44,0.0,93.69,115.31,36.03
NorthHuntingdontownship,0.24,0.28,90.4,0.2,5.32,0.0736507188310157,3.79,6.27,97.53,76.94,0.39,0.31,87.05,101.26,0.0,24.44,132.68,3.49
NewBritaintown,7.58,16.27,100.0,7.68,12.8,-0.1555503181711053,9.08,7.84,93.3,51.71,2.73,5.34,61.37,728.32,5.72,307.64,1001.62,1.43
Springvillecity,0.07,1.85,100.0,0.36,12.97,-0.7188310157907141,7.5,4.52,96.1,53.98,1.18,3.01,85.71,254.39,0.0,18.61,186.14,6.2
Athenscity,4.63,1.19,0.0,1.16,44.66,-2.014023096865426,5.54,8.54,95.0,20.02,0.98,6.7,72.03,239.75,4.7,47.01,112.82,0.0
VestaviaHillscity,1.13,0.75,100.0,0.56,2.59,2.1702804619373084,1.95,2.54,95.97,51.65,0.62,0.23,85.56,34.98,0.0,34.98,129.91,21.08
Hilltowntownship,0.76,1.19,17.13,0.49,3.11,1.564459109120905,3.0,1.98,97.51,64.56,0.0,0.5,86.69,55.76,0.0,0.0,111.51,0.0
Baltimorecity,59.21,1.03,100.0,0.9,21.87,-0.8715531463587085,16.45,9.16,91.04,57.99,16.56,7.8,43.59,2758.9,40.84,1172.43,1491.56,76.52
ElCerritocity,9.26,6.64,100.0,4.29,5.17,0.9541597925995756,5.64,3.64,96.25,58.47,0.78,0.83,74.35,909.37,4.41,613.61,1090.36,39.73
Watertowncity,0.15,1.31,0.0,0.2,10.81,-0.5382983737921282,8.23,3.9,97.36,54.75,0.83,3.25,77.46,105.5,0.0,43.16,143.86,23.98
Elgincity,7.31,18.93,100.0,6.98,7.83,0.4846806504831487,4.98,5.37,96.17,46.06,3.55,4.79,76.27,374.06,9.79,127.31,292.56,31.83
McAllencity,0.34,76.97,100.0,18.51,32.75,-1.1045251001649776,13.98,10.26,87.09,54.17,3.3,9.58,75.16,739.5,8.24,139.04,1400.72,20.6
Olympiacity,1.24,2.64,100.0,1.08,13.01,-0.4308272448739099,6.88,6.69,93.87,37.78,1.84,2.81,68.95,321.96,0.0,91.63,344.25,19.81
Fairfieldtown,0.82,1.86,91.77,0.7,3.61,2.86483620080132,2.55,4.16,95.88,63.77,0.36,0.18,85.36,374.06,5.53,64.54,697.06,7.38
Ringwoodborough,1.8,2.5,100.0,0.51,1.74,3.368489276455338,3.33,5.57,95.53,72.24,1.08,0.0,90.2,21.66,0.0,0.0,60.12,7.51
NorthLauderdalecity,14.54,12.14,100.0,3.95,6.68,0.5722366250294603,3.04,5.04,92.56,36.97,1.92,1.73,75.66,441.95,3.59,136.54,585.68,28.74
NewBraunfelscity,1.26,34.76,0.0,4.75,14.93,-0.5929766674522743,5.73,5.93,90.35,54.42,1.87,8.27,76.73,1726.58,3.15,69.32,330.82,28.36
YorbaLindacity,1.1,9.44,100.0,1.81,1.9,4.2954277633749705,2.02,2.72,96.73,41.03,0.88,0.23,88.14,144.0,0.0,32.36,226.52,37.21
Bloomfieldtownship,4.3,5.13,100.0,2.28,5.72,0.9876266792363894,3.67,5.57,95.66,65.19,0.95,0.72,80.71,373.88,0.0,209.9,1316.22,10.93
LauderdaleLakescity,45.6,5.98,100.0,3.36,14.17,-1.2620787178882866,4.85,7.49,85.93,47.72,0.92,2.42,55.44,1304.02,10.69,566.5,1464.35,10.69
Winonacity,0.66,0.86,0.0,0.42,17.15,-1.0539712467593685,5.56,6.14,96.41,46.25,2.01,3.52,75.21,374.06,0.0,7.73,139.15,15.46
HoffmanEstatesvillage,2.87,5.46,100.0,2.96,2.02,2.125147301437662,2.05,2.86,95.88,46.69,1.02,0.74,85.75,374.06,0.0,48.31,121.83,23.11
GooseCreekcity,12.72,4.13,100.0,0.52,8.96,-0.1689842092858826,3.15,2.85,96.28,27.71,0.0,2.29,88.47,232.55,3.63,25.44,109.01,3.63
Medfordcity,0.26,5.08,100.0,1.08,14.42,-0.67923638934716,7.44,7.01,95.85,38.1,2.2,4.62,69.63,524.76,1.87,72.83,360.42,82.17
PinellasParkcity,0.96,3.26,100.0,1.33,9.28,-0.6283290124911619,5.48,4.17,88.31,48.35,0.62,4.06,71.5,439.29,4.37,131.13,354.05,39.34
Bethanycity,1.95,2.38,100.0,0.69,8.67,-0.4956398774452039,3.93,6.17,86.78,54.02,1.96,3.99,73.0,154.31,0.0,34.84,318.58,34.84
Mustangcity,0.73,2.42,100.0,0.08,3.86,0.5975724723073297,3.1,4.37,92.31,51.11,1.72,1.72,83.52,171.7,0.0,0.0,120.19,17.17
Secaucustown,2.39,7.81,100.0,1.31,5.18,2.4007777515908555,3.52,3.87,89.67,64.37,0.32,0.28,79.65,271.86,0.0,103.57,1378.73,6.47
Comptoncity,54.83,43.68,100.0,16.67,27.5,-0.7624322413386755,23.3,14.33,96.06,54.33,10.59,8.07,55.63,2169.92,40.84,999.36,1531.53,28.88
Salisburycity,35.19,0.59,0.0,0.56,15.58,-0.867310864954042,9.11,4.31,92.49,49.85,2.55,7.65,58.94,1124.03,24.74,381.75,385.28,49.49
Lawrencecity,10.72,1.7,100.0,0.91,7.44,-0.2108178175818996,3.61,4.76,91.32,40.85,18.04,4.54,72.3,255.32,3.65,207.9,382.97,3.65
Trentoncity,0.16,1.37,100.0,0.74,4.21,1.1416450624558097,4.36,4.54,97.23,66.73,0.89,0.84,81.68,374.06,0.0,15.07,165.75,25.11
Salisburycity,27.36,1.22,0.0,1.22,17.05,-0.7929530992222484,6.77,5.75,93.4,38.79,3.12,10.53,54.99,2209.01,4.47,496.36,621.56,102.85
LakeCitycity,38.46,1.41,0.0,0.3,24.78,-1.510959226962055,14.08,8.15,86.85,51.83,3.05,14.76,52.76,2119.93,9.81,323.88,549.61,29.44
CapeGirardeaucity,8.05,0.56,0.0,0.65,18.04,-1.0378270091916098,5.92,6.44,91.9,46.73,2.11,6.91,74.17,331.04,5.52,115.87,306.22,5.52
McMinnvillecity,4.96,0.7,0.0,0.51,20.8,-1.6949092623144002,10.51,7.05,92.48,49.87,1.82,15.62,65.66,1000.98,8.14,65.1,830.08,73.24
OakHarborcity,4.41,5.33,0.0,1.08,8.4,-0.6934951685128447,4.51,5.35,96.73,25.02,0.5,0.97,84.09,99.93,0.0,5.26,73.63,26.3
Cinnaminsontownship,5.29,1.4,100.0,0.89,2.34,2.320056563752062,3.86,4.1,97.74,76.44,2.73,0.42,88.97,247.89,6.7,147.39,549.38,0.0
Lakewoodcity,3.69,14.63,100.0,2.62,4.87,1.5624558095687011,5.62,4.33,97.41,60.05,0.58,0.87,79.31,987.28,3.76,343.29,1702.69,36.33
GrossePointeFarmscity,0.23,0.71,100.0,0.37,1.33,4.171930238039123,1.81,2.86,97.21,69.66,0.0,0.0,87.75,374.06,0.0,39.2,205.78,0.0
TwoRiverscity,0.21,0.72,0.0,0.63,9.09,-0.6753476313928823,7.3,4.57,95.38,65.9,1.2,2.48,78.87,45.13,0.0,15.04,82.74,15.04
Claytoncity,3.21,1.6,100.0,0.42,4.57,1.505656375206222,0.84,2.74,92.83,39.69,0.96,0.2,75.93,354.46,0.0,137.44,311.05,7.23
Romecity,29.71,1.65,100.0,0.73,18.65,-1.2211878387933066,10.51,7.38,91.67,48.75,5.77,11.16,60.37,1884.24,18.84,295.2,518.17,59.67
Altoonacity,1.53,0.37,100.0,0.37,18.03,-1.2663209992929532,11.6,8.18,91.13,65.83,1.79,3.84,69.65,309.78,0.0,76.02,186.25,41.81
Atascaderocity,1.12,8.52,0.0,0.92,7.84,0.4358944143294838,7.91,4.02,95.59,41.31,1.02,2.11,76.0,332.61,0.0,53.38,160.14,24.64
VadnaisHeightscity,0.72,1.21,100.0,0.41,2.7,1.4716002828187602,1.99,4.34,97.37,43.73,0.94,0.97,80.65,374.06,0.0,14.95,171.91,7.47
MountClemenscity,17.79,1.81,100.0,0.52,11.85,-0.6746405844921046,11.32,8.95,94.31,58.4,3.41,5.23,62.17,374.06,5.26,326.35,173.7,31.58
Burlesoncity,0.16,3.38,0.0,0.24,6.62,0.2577185953334904,3.94,6.25,94.91,51.7,4.36,3.71,81.18,167.79,5.41,32.48,178.62,43.3
Hoovercity,3.31,0.92,100.0,0.67,3.04,1.5679943436247938,1.24,2.42,94.28,43.63,0.51,0.36,84.41,208.03,4.73,99.29,309.68,21.08
Lawrencetownship,8.04,2.58,93.97,1.44,3.72,2.3089794956398775,2.67,3.01,94.47,49.09,1.31,0.18,82.67,264.12,3.77,86.78,2263.89,15.09
Readingtown,0.24,0.68,100.0,0.3,2.1,2.5149658260664625,2.65,5.21,97.88,69.29,0.58,0.35,87.76,106.98,0.0,12.84,111.26,0.0
Brigantinecity,3.21,4.46,100.0,1.67,6.99,0.5359415507895358,3.71,4.35,54.83,44.61,1.51,2.41,69.84,348.32,0.0,33.17,174.16,24.88
Dracuttown,0.55,0.94,84.31,2.1,3.26,1.6172519443789772,3.98,8.24,96.91,62.06,3.48,1.05,82.98,286.4,0.0,56.53,949.65,0.0
Brenhamcity,23.44,4.48,0.0,1.39,17.24,-1.1189017204807918,8.29,4.7,90.38,53.33,2.6,10.34,67.85,742.94,0.0,78.2,211.15,46.92
Woonsocketcity,2.64,2.63,100.0,3.29,13.92,-0.7162385104878624,11.42,9.35,93.77,56.44,1.29,7.44,65.13,353.39,2.47,66.72,289.14,19.77
Pinolecity,7.07,9.82,100.0,2.67,3.69,1.6944378977138816,4.48,4.48,96.35,52.56,2.53,1.34,78.48,803.36,0.0,334.29,797.97,59.31
HighlandParkborough,8.49,5.5,100.0,3.08,5.83,0.9618194673580014,3.41,5.21,94.64,52.59,2.14,0.8,78.65,84.88,0.0,38.58,54.01,7.72
Cleburnecity,5.64,10.45,0.0,1.71,14.9,-0.636813575300495,6.44,8.64,88.26,51.94,1.01,11.5,78.2,346.72,12.68,38.05,181.82,33.83
Memphiscity,54.84,0.73,100.0,0.59,22.96,-1.0331133631864249,11.85,8.71,92.46,53.84,12.56,5.64,52.18,1633.81,31.99,866.91,2146.92,94.51
Middletowntown,4.6,2.73,90.82,0.93,5.04,0.4462644355408909,4.27,4.74,92.72,41.02,0.77,0.74,84.78,786.89,0.0,25.22,116.02,20.18
Durantcity,1.26,1.91,0.0,0.41,29.11,-2.0180296959698327,13.97,10.5,86.82,45.1,2.53,15.75,67.42,360.5,15.02,30.04,368.01,37.55
Stillwatercity,3.73,1.8,0.0,0.87,26.41,-1.524864482677351,2.98,6.22,89.86,29.96,0.94,5.05,77.3,267.59,5.3,39.74,111.28,47.69
HermosaBeachcity,1.16,6.95,100.0,0.92,5.55,2.71694555738864,1.98,1.87,94.66,34.59,0.39,0.58,71.05,538.17,5.28,174.11,902.23,26.38
Reidsvillecity,38.95,0.61,0.0,0.34,18.5,-1.161913740278105,8.63,6.23,94.13,55.82,0.95,9.04,56.34,499.72,15.86,214.17,309.35,39.66
Grandvillecity,0.72,1.38,100.0,0.56,3.67,0.6440018854584021,1.87,3.4,96.12,55.1,0.0,0.34,83.48,374.06,11.73,41.07,140.81,17.6
CoosBaycity,0.27,2.71,0.0,0.6,17.44,-1.1621494225783644,8.69,9.82,94.48,37.99,3.84,5.88,66.58,198.58,0.0,85.11,380.14,34.04
Peoriacity,2.19,15.52,100.0,1.79,7.87,0.3257129389582842,4.29,4.62,83.18,31.93,1.49,2.22,82.45,410.47,5.51,42.7,238.29,16.53
LaPortecity,1.53,2.09,0.0,0.3,10.19,-0.7565401838321942,6.17,5.06,94.96,54.64,3.91,6.43,71.67,1276.17,4.33,51.91,250.91,8.65
Strongsvillecity,0.78,0.95,100.0,0.93,2.3,2.294956398774452,1.77,3.59,93.78,55.44,1.96,0.48,89.99,58.2,0.0,42.32,166.65,23.81
Ipswichtown,0.37,0.65,0.0,1.26,5.29,1.2897713881687485,5.49,6.32,90.72,64.55,0.84,1.11,80.99,143.18,0.0,0.0,103.4,0.0
Lansingcity,17.85,7.98,100.0,1.03,19.56,-0.6012255479613481,13.1,8.43,93.93,48.5,5.65,5.79,59.48,374.06,11.64,251.13,582.09,71.51
Randolphtown,8.16,1.81,100.0,2.22,4.88,1.390879094979967,5.35,6.41,96.7,63.57,1.89,0.63,82.39,206.47,0.0,51.62,729.1,12.9
PortArthurcity,42.19,8.22,98.92,3.38,28.12,-1.5193259486212585,11.56,12.78,86.72,61.64,8.01,9.37,61.16,1644.35,13.36,410.67,1248.71,91.82
Tuskegeecity,96.67,0.3,0.0,0.7,36.18,-1.874852698562338,12.42,16.51,86.72,47.63,9.74,11.96,38.55,1282.68,16.34,147.06,245.1,24.51
Roswellcity,4.86,2.68,100.0,1.41,3.32,2.446853641291539,1.8,2.64,89.52,39.92,0.09,1.21,83.42,194.49,7.14,73.16,310.47,17.84
Conneautcity,1.23,0.85,0.0,0.79,19.15,-1.2134103228847513,10.31,10.91,88.98,61.86,5.08,6.7,75.57,97.97,7.54,15.07,97.97,0.0
Naplescity,5.58,2.11,100.0,1.08,6.19,1.379566344567523,2.61,2.99,64.1,54.53,0.15,2.16,71.15,541.74,0.0,175.95,407.46,4.63
WiltonManorscity,9.34,6.21,100.0,4.29,12.63,-0.5575064812632571,2.27,4.21,90.76,44.98,1.81,5.45,65.35,838.59,16.61,381.93,1062.77,8.3
Homesteadcity,23.0,35.28,100.0,13.15,29.91,-1.2782229554560451,11.17,7.11,86.47,33.71,3.16,17.87,54.14,2758.9,12.86,1088.77,1371.68,34.29
Ridgecrestcity,3.18,7.93,0.0,1.22,7.18,0.9010134338911148,4.61,4.84,92.0,33.84,0.56,3.78,78.24,700.63,10.15,54.15,162.46,178.53
Westminstercity,0.99,11.48,100.0,1.77,6.62,0.6216120669337732,3.17,4.19,93.17,43.33,0.39,1.67,77.78,320.3,2.26,54.33,393.87,19.24
Pharrcity,0.12,88.43,100.0,22.83,44.47,-1.8661324534527457,19.16,16.97,78.5,59.7,5.65,16.21,75.24,880.21,5.37,182.48,874.84,99.29
McAlestercity,7.67,1.25,0.0,0.52,19.95,-1.3592976667452277,10.84,9.04,89.22,55.52,2.69,10.29,68.46,428.7,0.0,33.84,270.76,50.77
Fairmontcity,0.04,0.83,0.0,0.06,11.0,-0.8661324534527457,5.88,4.67,94.55,59.13,1.1,2.08,78.26,374.06,0.0,8.93,223.25,26.79
Riverviewcity,1.17,1.58,100.0,1.23,6.68,0.977374499175112,4.84,5.73,96.92,63.71,0.0,1.11,77.04,374.06,7.37,0.0,213.86,0.0
SantaMariacity,2.2,45.71,100.0,13.98,16.82,-0.2296724016026396,13.18,7.78,94.15,40.59,0.16,3.32,71.8,774.19,1.51,267.12,368.23,12.07
Independencecity,1.45,1.97,99.25,0.51,9.52,-0.3769738392646712,5.16,5.46,93.91,54.58,1.97,3.19,74.41,581.49,3.55,121.62,760.82,25.75
Morgantoncity,15.37,0.38,0.0,0.29,10.6,-0.758189959934009,5.61,4.05,92.22,55.88,1.96,6.61,65.71,503.48,0.0,124.46,220.63,11.31
Sylvaniatownship,1.41,1.14,94.86,0.37,3.66,1.872967240160264,2.9,4.07,94.9,50.17,2.45,1.69,86.23,111.56,4.29,60.07,381.89,12.87
GroverCitycity,1.74,19.56,0.0,3.28,12.68,-0.3741456516615602,11.52,5.63,91.24,34.54,0.92,1.46,65.83,459.24,0.0,41.0,254.22,24.6
Lewistoncity,0.14,1.22,0.0,0.37,11.33,-0.6752297902427528,5.14,6.42,95.53,51.34,2.41,3.53,76.57,233.06,12.95,12.95,178.03,74.45
Delrantownship,6.94,1.19,97.97,0.8,1.88,1.7831722837614896,2.25,4.38,93.86,73.17,0.7,1.46,82.62,378.11,7.41,96.38,370.7,22.24
JeffersonCitycity,10.09,0.78,0.0,0.36,9.67,-0.4529813810982795,3.87,4.81,91.74,48.75,1.25,3.97,76.0,217.44,0.0,69.79,163.75,21.48
Jacksoncity,17.67,2.55,100.0,0.39,24.71,-1.2504124440254536,16.76,11.02,93.84,50.34,4.24,9.45,54.76,374.06,12.67,187.57,390.36,58.3
Libertytownship,4.27,1.06,93.33,0.4,10.68,-0.5137874145651662,5.86,7.1,95.18,69.27,1.41,2.82,78.4,238.15,14.88,133.96,893.06,21.08
Whittiercity,1.28,38.98,100.0,5.93,7.75,0.7752769267028046,6.38,4.84,96.1,50.79,1.96,2.45,73.0,453.49,5.18,181.19,511.47,16.57
Medfieldtown,0.67,0.56,90.78,0.35,1.67,4.082370963940608,1.45,4.2,97.91,68.25,0.0,0.0,90.43,27.66,0.0,18.44,36.88,0.0
MuskegonHeightscity,69.94,2.6,100.0,0.28,35.13,-2.081428234739571,30.57,18.28,92.08,58.37,14.66,15.53,34.82,374.06,7.09,475.35,1000.35,127.7
Auburncity,0.61,4.29,0.0,1.41,8.21,0.1493047372142352,9.91,4.14,95.95,40.72,1.55,0.94,72.11,377.36,0.0,83.86,335.43,25.16
Irvinecity,1.81,6.26,100.0,3.5,6.44,2.9302380391232616,2.39,3.32,95.35,35.2,0.15,0.2,80.78,111.68,0.79,45.94,364.34,30.1
Watervillecity,0.49,0.65,0.0,1.09,16.04,-1.0398303087438134,12.45,7.63,93.94,46.49,3.06,6.11,66.02,215.44,0.0,18.47,203.13,6.16
PerthAmboycity,11.76,55.54,100.0,19.9,15.19,-0.3610652839971718,10.45,10.91,94.61,53.58,5.06,9.83,64.25,1214.45,2.46,440.05,585.1,41.79
Neenahcity,0.19,1.03,100.0,0.39,5.96,0.0994579307094037,5.58,4.46,97.44,55.69,1.27,1.41,78.96,174.98,0.0,24.42,170.91,16.28
SimiValleycity,1.52,12.68,100.0,2.55,3.56,2.6544897478199387,3.85,4.11,96.64,46.11,0.0,0.58,81.88,237.24,0.0,50.24,344.23,22.33
BuffaloGrovevillage,1.02,1.95,100.0,0.74,1.54,2.8953570586848927,1.17,2.42,96.17,43.75,0.0,0.19,90.43,374.06,0.0,4.98,42.33,4.98
Ballwincity,1.6,0.98,100.0,0.3,2.49,1.792717416921989,1.51,2.24,96.21,57.04,0.97,0.25,86.48,78.56,0.0,33.08,53.75,0.0
Pittsfieldcity,3.14,1.1,100.0,0.81,9.74,-0.1713410322884751,10.54,7.56,93.63,57.91,3.1,3.56,70.0,529.02,0.0,62.11,269.87,0.0
MountHollytownship,18.72,5.72,100.0,1.24,13.81,0.2458166391703983,9.94,6.97,95.66,55.45,12.05,4.73,63.85,1444.58,18.52,398.19,444.49,166.68
Hillsidetownship,40.76,13.34,100.0,6.37,5.98,1.148479849163328,6.29,6.38,96.66,65.08,1.22,1.95,75.55,926.23,0.0,643.73,1667.21,23.16
Sylvaniacity,0.95,1.03,100.0,0.45,3.65,1.7572472307329718,2.78,4.44,94.7,49.71,1.42,1.52,85.15,61.66,0.0,28.03,67.26,0.0
NorthArlingtonborough,0.23,6.03,100.0,3.33,3.43,0.9417864718359652,3.74,4.71,88.26,72.8,0.13,0.83,83.94,155.09,0.0,56.4,507.58,0.0
Kearnytown,1.24,17.06,100.0,8.1,6.06,0.7540655196794721,5.13,6.22,92.82,61.42,1.14,1.92,80.03,433.21,2.78,194.39,991.39,13.89
Summitcity,5.66,5.28,100.0,2.56,2.62,4.127150600989865,2.17,3.06,96.14,59.51,2.27,0.71,86.58,88.69,0.0,14.78,172.45,14.78
PeachtreeCitycity,3.97,2.39,0.0,0.73,2.24,2.6011077068112183,1.07,4.22,94.94,31.95,0.0,0.4,88.16,21.66,0.0,7.81,62.5,3.91
Gloucestertownship,6.14,1.47,97.68,0.61,3.35,1.152839971718124,3.72,5.21,93.13,57.16,5.34,1.2,80.81,285.38,1.78,44.59,374.57,10.7
Bryancity,17.18,19.8,100.0,3.63,22.01,-1.0445439547489983,6.14,5.78,89.99,42.41,4.0,8.37,71.93,827.14,3.23,140.55,458.8,12.92
Tahlequahcity,2.51,1.77,0.0,0.89,33.2,-1.9584020740042425,11.08,9.79,89.78,35.2,2.14,13.65,60.88,278.92,17.43,69.73,226.62,8.72
LaCanadaFlintridgecity,0.42,4.6,100.0,2.38,2.85,5.600282818760311,1.53,2.83,96.76,66.75,1.34,0.0,90.92,2008.66,0.0,708.94,1142.18,118.16
Maplewoodtownship,11.91,3.6,100.0,1.75,3.21,3.0788357294367192,2.38,3.45,97.37,64.77,0.0,0.45,85.06,450.45,4.55,241.15,1365.0,9.1
