Êcommunityname,PctPopUnderPov,medIncome,PctUnemployed,PctLess9thGrade,PctNotHSGrad,PctSameHouse85,PctForeignBorn,PctImmigRec5,PctFam2Par,PctKids2Par,racepctblack,racePctWhite,racePctAsian,racePctHisp,PctHousOwnOcc,PctHousNoPhone,PctVacantBoarded,PopDens,MedYrHousBuilt,murdPerPop,robbbPerPop,assaultPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,PctSameCity85,PctSameState85,PctBSorMore,PctEmploy,PctWorkMom
Smyrnatown,10.96,31155.0,5.03,9.55,29.64,36.34,0.87,0.0,71.82,68.5,6.75,92.48,0.3,1.12,55.85,7.96,1.47,716.2,1977.0,,110.96,140.16,2260.12,140.16,29.2,67.76,83.77,11.21,68.77,73.54
Clarksvillecity,13.3,25341.0,6.29,7.4,18.69,35.59,3.71,20.69,77.87,73.51,20.9,74.96,2.18,3.86,54.66,5.6,2.41,997.3,1972.0,1.07,119.71,917.09,2728.82,150.71,0,55.42,60.06,18.47,67.46,65.06
Ramseycity,2.04,46101.0,4.97,1.84,7.5,62.52,1.26,0.0,90.82,88.51,0.13,98.62,0.49,0.57,96.49,0.14,1.85,416.1,1977.0,12.62,12.62,56.79,2088.59,208.23,12.62,79.3,96.25,14.35,78.37,77.12
Patersoncity,18.54,26960.0,11.04,22.45,45.12,54.62,25.09,28.56,55.05,47.23,36.01,41.15,1.44,40.96,33.62,11.33,5.75,16110.7,1948.0,16.55,783.41,715.07,2934.38,1311.44,81.29,86.17,89.55,8.71,59.88,67.56
Dovercity,12.45,31308.0,4.07,6.21,17.79,40.15,3.75,15.5,65.66,60.16,30.92,65.53,1.99,2.82,53.88,3.61,2.05,1251.2,1968.0,,267.21,496.75,6118.53,260.36,37.68,68.55,71.92,26.54,66.79,74.91
Ankenycity,5.63,36582.0,2.07,1.84,6.14,42.6,0.61,15.93,84.14,85.22,0.39,98.79,0.51,0.59,64.98,0.87,0.44,1356.3,1973.0,,4.69,51.63,2229.52,46.94,?,71.77,91.76,29.1,80.9,79.76
SomersPointcity,6.25,31793.0,3.44,6.2,21.19,51.97,4.81,14.29,70.22,69.27,4.07,93.09,1.92,2.79,55.33,1.74,0.55,2685.8,1967.0,8.66,51.95,121.21,1956.71,129.87,8.66,77.67,91.28,20.36,68.73,78.5
Orindacity,2.36,80968.0,2.98,0.62,2.95,64.99,10.86,7.41,89.79,87.89,0.83,91.77,6.81,2.42,91.4,0.0,1.18,1275.8,1957.0,,34.28,11.43,1411.27,40,11.43,76.69,92.21,66.02,61.31,58.23
Sheffieldcity,20.96,20134.0,7.43,15.03,34.2,63.41,0.62,56.25,65.54,57.86,23.65,75.76,0.23,0.38,65.74,8.74,2.35,1526.5,1954.0,19.31,9.65,193.05,3581.08,164.09,9.65,87.43,94.41,13.58,53.23,69.21
Fontanacity,11.4,35558.0,7.37,10.59,28.02,31.61,16.48,24.35,74.6,70.53,8.7,67.75,4.53,36.1,64.19,5.61,1.9,2372.0,1983.0,13.43,415.32,828.71,1906.81,1389.82,40.28,56.62,90.53,9.44,63.45,57.41
Sunnysidecity,27.93,20393.0,14.88,32.85,52.91,49.38,22.4,33.53,65.29,61.17,0.29,48.24,0.65,57.15,55.12,10.73,6.52,3030.7,1963.0,,84.5,775.85,9486.86,752.8,38.41,85.79,89.29,10.17,51.7,62.9
SpanishForkcity,7.55,29023.0,6.41,3.16,14.94,60.85,1.14,25.78,86.82,86.46,0.01,98.55,0.25,2.19,73.76,3.47,5.56,1432.6,1963.0,,14.47,65.09,3131.78,86.79,7.23,89.29,94.23,12.98,61.83,61.97
AuburnHillscity,7.38,34825.0,4.18,5.18,18.18,39.73,4.68,33.79,69.34,67.87,9.61,86.15,2.41,2.9,53.91,2.23,2.27,992.3,1971.0,,105.32,505.56,3739.01,468.69,26.33,74.27,90.6,23.64,72.13,70.48
Douglascity,26.24,19038.0,8.71,15.48,38.02,52.0,1.26,10.61,52.31,44.61,44.43,54.58,0.66,0.76,61.67,16.75,0.49,873.5,1971.0,25.61,162.17,1510.75,8415.84,529.19,34.14,80.72,91.45,15.86,53.51,67.56
Germantownvillage,2.3,43486.0,2.6,4.23,12.77,50.79,2.17,1.69,86.32,85.89,0.42,98.73,0.49,0.56,75.36,0.12,0.0,383.0,1975.0,,30.56,6.11,2249.25,55.01,61.12,65.72,95.08,21.7,76.04,78.25
Irmotown,2.34,42281.0,2.94,0.74,5.4,41.81,1.11,3.2,86.9,87.31,10.93,87.31,1.43,0.66,85.16,0.95,0.81,2775.6,1981.0,,54.58,109.15,1910.18,109.15,0,58.02,77.48,35.93,82.33,82.43
Mitchellcity,14.51,20146.0,4.67,14.39,24.49,54.57,0.93,5.43,78.07,77.55,0.16,97.72,0.36,0.26,56.2,7.08,1.04,1418.4,1961.0,,7.1,113.6,3081.29,134.9,28.4,76.16,93.07,15.45,62.6,82.19
AppleValleycity,3.49,49981.0,3.49,1.71,4.59,44.48,2.22,27.44,86.28,86.82,0.91,96.66,1.92,1.01,87.38,0.31,0.51,1925.8,1979.0,,14.94,72.21,2377.87,114.54,42.33,66.11,84.26,36.59,80.9,76.02
Roseburgcity,14.7,23745.0,7.28,7.09,23.31,38.51,3.15,27.24,68.05,66.08,0.22,96.82,1.03,2.79,55.51,7.13,3.97,2209.7,1957.0,5.57,166.97,83.49,5771.69,328.38,83.49,74.36,84.24,15.61,53.5,67.26
Crestwoodcity,3.36,40926.0,4.23,5.48,16.67,73.14,3.63,1.72,86.31,86.39,0.55,98.33,0.83,0.91,90.71,0.35,1.2,3400.1,1958.0,,62.16,53.28,5328.12,168.72,35.52,87.69,96.35,29.34,60.85,66.16
HasbrouckHeightsborough,2.51,44672.0,4.58,6.18,20.42,70.63,11.64,21.91,87.07,85.57,0.81,94.59,3.73,4.22,70.02,0.53,0.0,7345.3,1948.0,,67.91,8.49,2096.6,492.32,8.49,88.32,93.58,22.04,63.5,57.83
LaGrandecity,18.98,21318.0,7.41,6.61,19.23,42.63,2.24,51.71,71.96,72.64,0.75,95.34,1.95,2.11,53.73,6.95,1.8,2831.1,1958.0,15.47,23.2,77.34,2583.14,154.68,23.2,69.61,83.59,19.54,56.05,70.38
Kaukaunacity,7.67,30743.0,5.09,11.74,21.81,63.66,1.14,25.55,81.39,82.08,0.06,97.1,1.89,0.47,71.0,1.6,0.0,2456.7,1954.0,,16.66,58.3,2115.61,74.96,0,90.85,97.52,10.72,64.15,74.09
Bellevuecity,5.58,43800.0,3.03,1.84,5.82,44.2,13.29,30.38,79.33,78.66,2.23,86.5,9.95,2.52,58.22,0.76,0.36,3175.7,1971.0,2.34,86.42,96.93,4370.17,325.84,47.88,73.84,79.75,45.65,70.55,66.89
RiverFallscity,14.69,30535.0,6.32,7.85,12.51,33.16,2.27,31.8,74.67,76.38,0.63,97.64,1.14,0.67,50.99,1.73,0.0,2529.6,1971.0,,0,103.33,5485.23,232.5,25.83,52.13,78.76,30.51,68.63,82.21
Milwaukiecity,8.35,29693.0,4.6,4.17,15.13,50.8,4.35,7.26,71.39,71.15,0.64,95.5,2.48,2.05,58.1,2.09,1.48,3789.9,1964.0,4.81,115.53,72.21,2719.88,645.07,24.07,71.7,90.16,17.55,64.16,71.65
Clemsoncity,28.65,22265.0,5.77,5.46,11.77,36.22,6.5,45.29,79.98,78.29,12.22,83.06,4.33,1.02,47.02,5.06,0.0,1503.5,1974.0,,26.92,287.18,3257.65,224.36,0,47.9,70.05,56.99,54.64,68.97
Marlboroughcity,5.65,41315.0,6.16,5.57,16.95,54.44,8.9,39.22,77.35,75.25,1.8,94.81,1.94,4.21,58.22,2.01,1.26,1456.1,1963.0,,2.99,493.14,1285.15,200.25,2.99,80.71,87.46,26.63,71.03,72.69
Greenbeltcity,9.61,38956.0,3.76,2.49,8.76,30.98,15.35,40.06,67.54,67.37,19.36,70.17,9.01,3.83,44.34,1.04,0.0,3426.9,1967.0,4.79,215.73,268.47,3648.31,958.82,?,61.96,71.93,44.72,76.05,76.44
Stantoncity,13.62,33367.0,8.43,13.83,29.64,41.64,30.86,36.61,70.11,64.4,2.27,73.14,12.08,33.48,50.05,3.49,0.89,9422.4,1969.0,13.21,412.68,541.43,3420.27,1224.83,112.25,73.75,84.56,14.18,65.39,63.87
Florencetownship,6.77,37764.0,4.46,11.03,25.29,64.61,3.57,18.8,76.59,72.78,7.02,91.7,0.72,1.67,78.76,3.46,1.82,1020.1,1947.0,,95.17,190.35,1399.07,295.04,9.52,84.67,94.59,14.33,67.39,72.49
Harrisonburgcity,21.46,25312.0,4.6,10.3,23.15,32.52,2.41,45.14,70.48,68.82,6.57,91.08,1.53,1.57,42.12,6.02,1.02,1687.6,1973.0,2.98,50.59,77.38,3612.99,130.95,26.78,47.29,80.69,28.68,56.0,71.42
Trumbulltown,1.98,60634.0,4.41,7.75,16.25,71.55,9.57,9.41,90.39,88.04,1.27,96.77,1.68,1.76,92.52,0.18,1.19,1325.9,1961.0,,40,18.46,3012.22,846.13,0,89.05,91.57,36.0,63.74,65.3
BatonRougecity,26.17,21898.0,9.35,8.8,23.24,51.53,2.97,34.54,58.08,51.66,43.89,53.95,1.67,1.57,52.83,5.96,13.02,2865.6,1965.0,32.31,814.75,2054.34,7927.45,1749.14,68.99,80.32,92.04,28.34,56.17,68.76
RollingMeadowscity,3.26,45764.0,2.81,6.32,13.89,53.62,13.19,37.15,81.5,79.78,1.6,92.56,3.47,11.16,71.25,0.91,0.0,4137.5,1966.0,,26.11,152.31,3024.37,230.64,13.05,81.41,87.58,27.63,76.13,70.64
Watertowncity,13.44,20606.0,5.53,14.04,23.65,49.23,0.65,24.35,78.98,79.82,0.07,98.16,0.38,0.28,63.78,4.54,0.34,1286.7,1962.0,,21.91,87.64,3357.8,125.99,10.96,78.51,91.58,14.08,64.36,84.77
Springfieldcity,19.55,21645.0,6.1,19.77,40.08,49.14,0.58,35.38,61.31,54.49,30.21,69.48,0.16,0.49,56.85,11.48,4.18,1574.2,1965.0,7.02,154.47,1179.61,5582.08,154.47,0,84.18,91.56,10.47,56.13,70.02
Marquettecity,16.57,24365.0,7.2,7.28,16.82,43.99,2.04,15.37,69.74,70.48,2.83,94.47,0.74,0.59,50.6,2.48,2.19,1859.9,1953.0,,13.44,107.53,2921.28,116.49,8.96,67.59,90.48,30.09,57.21,74.96
Miamitownship,4.3,42530.0,3.02,5.49,17.05,52.36,1.24,12.89,87.41,86.27,1.09,98.33,0.34,0.5,83.49,1.03,2.87,819.5,1974.0,4.32,17.27,60.46,2465.78,73.41,30.23,72.04,88.46,24.7,70.86,72.21
CentralFallscity,22.33,18617.0,9.85,24.71,53.08,49.05,27.7,31.38,55.94,53.01,4.22,77.43,0.77,29.02,23.71,13.13,3.03,14073.6,1939.0,26.48,158.91,1244.79,2105.54,1516.26,0,82.95,84.22,5.65,56.41,64.35
Reedleycity,22.42,24128.0,15.46,31.51,46.11,45.21,28.4,38.38,72.71,66.94,0.39,59.45,6.07,58.24,57.43,6.82,2.04,3912.5,1970.0,11.79,82.51,583.49,3618.79,719.04,17.68,79.38,90.01,10.39,54.83,66.27
HotSpringscity,24.92,15708.0,6.68,14.8,35.62,51.84,2.72,5.79,63.82,58.79,15.46,83.11,0.42,1.34,59.86,10.9,1.96,1086.8,1961.0,13.85,429.43,360.17,7081.51,637.23,41.56,80.55,89.34,13.23,46.71,68.66
MapleShadetownship,2.77,32955.0,4.89,7.52,25.96,54.08,4.18,25.78,75.67,73.85,5.61,91.38,2.17,2.24,49.76,1.46,3.01,4818.2,1964.0,,45.77,239.02,2064.69,986.57,81.37,71.25,85.0,15.81,67.98,70.78
Huntsvillecity,30.0,17876.0,8.13,9.59,26.65,30.03,5.2,18.17,64.91,61.06,26.72,64.71,0.93,13.0,36.44,10.77,2.1,1285.9,1973.0,23.7,165.88,490.86,2880.84,226.81,3.39,47.8,92.78,21.39,40.82,74.98
Vidorcity,15.12,24568.0,6.4,11.18,33.24,57.51,0.51,0.0,76.93,73.4,0.0,99.17,0.16,2.3,73.88,7.97,4.37,999.5,1969.0,17.29,60.51,190.16,3379.72,242.03,25.93,83.31,95.91,5.64,54.92,57.49
Marshallcity,13.02,25392.0,4.37,14.07,22.2,43.35,1.2,45.14,79.91,80.25,0.47,97.67,0.75,1.35,57.55,2.99,0.8,1582.1,1971.0,,24.38,146.29,2462.61,154.42,16.25,68.64,87.02,23.36,66.71,80.08
Hobbscity,24.8,22807.0,7.58,16.05,33.58,49.95,6.1,11.37,73.05,68.59,7.45,78.71,0.47,30.13,66.04,15.9,6.24,1487.3,1964.0,13.22,99.11,1143.12,5223.34,185.01,9.91,80.03,83.49,13.44,54.5,48.88
SanMarinocity,3.88,100077.0,2.81,1.51,4.77,64.62,28.61,24.7,89.99,86.37,0.25,66.05,32.33,5.05,93.91,0.19,0.0,3322.8,1941.0,,125.22,73.66,1112.26,110.49,29.46,85.78,88.98,61.5,56.28,57.48
Auburncity,10.91,27493.0,6.69,10.24,23.27,52.59,2.86,18.82,71.75,71.04,0.48,98.46,0.67,0.54,56.97,5.28,1.75,392.5,1943.0,,34.21,25.66,2365.07,119.75,12.83,82.31,91.16,19.08,61.75,72.69
Salemcity,5.16,29047.0,2.39,10.42,23.91,51.52,1.69,19.2,76.78,73.88,4.48,94.6,0.69,0.47,67.43,2.78,0.67,1575.7,1964.0,4.09,36.79,53.15,2481.5,94.03,36.79,71.33,88.2,17.85,61.98,75.08
FortMadisoncity,12.84,22098.0,7.52,9.6,20.68,55.42,1.02,7.63,70.42,68.74,4.86,91.91,0.41,4.75,69.83,6.86,3.97,1211.1,1940.0,,8.03,56.19,3475.96,136.47,?,84.88,92.72,11.47,52.13,73.77
Inglewoodcity,16.47,29881.0,10.0,17.16,34.0,45.42,28.9,32.37,57.06,54.18,51.88,17.4,2.51,38.55,36.31,4.42,3.1,11537.1,1958.0,40.67,1201.21,775.5,2034.56,2069.81,54.23,85.65,87.55,14.93,62.87,67.29
Crawfordsvillecity,14.9,23156.0,5.83,6.8,23.5,48.81,1.16,19.75,73.71,72.46,1.27,97.54,0.71,0.68,60.02,7.25,0.58,1733.5,1954.0,6.95,20.84,27.79,4280.16,152.86,41.69,80.26,92.46,13.68,57.62,75.47
Nilescity,12.66,25547.0,7.01,8.49,28.16,63.0,2.25,3.99,73.85,71.65,1.96,97.49,0.27,0.63,65.12,3.98,2.32,2404.8,1956.0,,60.38,362.25,3250.98,385.47,0,91.98,96.22,11.06,55.06,59.83
SouthPasadenacity,5.0,43043.0,2.55,3.88,8.37,48.73,23.43,20.0,74.48,74.91,3.11,69.82,21.25,13.42,44.4,0.38,2.05,6731.2,1951.0,,228.33,104.15,1622.34,969.4,188.27,82.64,87.33,48.96,68.65,65.11
Kinstoncity,25.16,18253.0,8.17,19.2,38.47,56.75,0.94,5.04,49.17,43.81,57.78,41.56,0.41,0.47,51.97,13.59,2.98,1859.4,1960.0,19.48,393.41,845.25,7011.26,416.78,81.8,86.21,93.04,15.41,51.87,77.27
GreenBaycity,13.39,26770.0,5.42,9.08,19.15,51.17,2.4,32.01,73.03,73.56,0.47,94.22,2.32,1.1,56.56,2.71,0.6,2124.3,1962.0,1.93,44.43,329.35,3252.97,230.84,8.69,82.99,92.57,16.66,64.66,71.31
Ellensburgcity,33.88,14456.0,8.07,5.15,16.94,25.5,4.64,27.35,66.28,66.19,1.0,93.31,3.23,2.81,36.38,2.78,2.61,2414.3,1962.0,,14.58,174.93,3943.15,189.5,7.29,44.76,89.92,29.81,51.99,65.87
Tulsacity,14.99,25708.0,6.09,5.03,17.74,46.2,3.0,26.88,68.73,65.86,13.57,79.35,1.4,2.6,55.81,7.03,11.02,1931.9,1965.0,14.32,303.06,897.52,3391.21,1179.1,66.02,77.81,86.27,25.82,62.75,66.88
Piscatawaytownship,2.88,50451.0,4.6,5.84,15.72,52.62,18.31,28.41,84.69,79.53,17.62,65.95,13.9,5.9,67.46,0.83,1.11,2419.6,1966.0,,89.68,207.9,1634.67,232.36,6.11,66.71,87.64,31.61,68.01,74.08
Everettcity,9.6,30786.0,7.59,9.36,27.07,63.89,11.31,23.64,69.68,69.25,3.17,93.5,1.8,3.84,41.34,1.67,0.9,10186.3,1939.0,2.91,163.15,1485.8,2059.72,1220.68,0,87.19,94.49,11.33,60.31,59.4
Hudsontown,3.61,45191.0,5.46,8.98,22.95,63.05,14.29,11.04,84.2,82.99,0.86,97.25,1.24,2.7,68.69,2.25,0.93,1445.6,1963.0,,0,139.93,934.74,100.75,0,88.96,93.5,23.16,71.41,72.85
PortOrangecity,8.22,26472.0,4.54,5.35,20.23,41.21,5.35,5.72,78.23,75.48,1.0,97.72,0.78,1.95,78.84,2.2,0.49,1694.0,1981.0,,19.93,156.98,1951.01,151.99,2.49,66.7,73.03,15.26,55.3,77.94
Herndontown,3.19,53840.0,2.42,5.19,12.22,31.02,18.22,46.41,82.29,80.8,9.65,77.61,8.59,9.59,64.29,1.56,2.35,3684.7,1976.0,,55.5,55.5,3085.8,116.55,11.1,59.48,72.13,37.87,84.67,82.18
Gillettecity,9.69,35532.0,5.31,2.38,11.26,40.09,0.65,24.35,78.42,78.73,0.18,97.33,0.33,3.16,63.13,4.44,1.19,1314.9,1977.0,,15.86,338.3,4461.36,142.72,95.15,73.77,84.46,17.9,72.94,68.48
Manchestercity,8.99,31911.0,7.07,11.74,25.06,49.01,6.77,22.11,71.67,69.45,0.97,96.97,1.1,2.13,46.04,5.81,2.11,2910.9,1953.0,5.09,142.65,41.77,3602.83,456.47,28.53,78.16,85.75,19.57,65.92,76.26
BethelParkborough,3.81,41149.0,3.78,3.29,10.34,67.85,2.35,5.67,88.95,88.08,1.04,98.08,0.77,0.49,80.78,0.41,0.98,2793.2,1963.0,,23.29,26.21,856.07,218.39,5.82,89.19,92.68,33.23,62.96,61.13
Aberdeentown,10.66,30043.0,5.96,7.93,25.29,51.62,5.01,3.66,64.15,60.79,24.9,70.94,2.83,2.45,52.45,7.84,3.76,2389.5,1964.0,,118.05,826.32,3961.93,228.71,29.51,79.5,84.59,12.56,65.23,74.09
Amesburytown,6.25,37889.0,8.27,8.49,20.07,54.28,3.4,8.37,75.54,74.51,0.69,98.39,0.46,0.64,57.59,2.65,0.21,1166.8,1948.0,,0,566.68,1372.62,270.75,0,88.25,92.78,21.55,64.89,70.49
PoplarBluffcity,26.82,14868.0,8.52,21.98,41.94,48.52,1.11,14.29,63.66,59.76,8.45,90.6,0.46,0.82,55.9,11.42,4.23,1584.9,1962.0,11.44,108.71,240.3,5978.94,343.29,108.71,78.04,89.98,11.8,49.67,70.45
Uxbridgetown,5.87,40059.0,6.65,9.61,23.43,58.35,2.26,18.3,84.73,81.38,0.35,99.08,0.31,0.57,71.3,1.4,2.63,340.2,1951.0,,9.22,543.78,617.51,36.87,0,83.56,92.71,19.86,65.87,73.74
Westminstercity,8.51,31298.0,3.73,9.51,24.82,37.53,1.64,24.77,66.31,65.58,5.52,93.2,0.74,1.06,43.76,2.3,0.35,2283.7,1974.0,20.53,129.99,307.88,5110.84,253.15,88.94,68.42,87.48,21.93,64.03,73.97
Northboroughtown,2.82,57963.0,4.57,2.43,10.11,60.61,7.84,32.51,88.0,87.87,0.75,94.89,3.91,1.08,81.1,0.22,0.82,621.2,1966.0,,8.05,201.17,925.4,104.61,8.05,76.13,91.11,42.17,73.62,70.49
Springdalecity,4.01,38128.0,3.59,6.65,17.83,50.89,2.63,15.41,76.31,75.47,13.64,83.98,1.86,1.07,60.68,0.71,0.53,2081.4,1970.0,,149.83,112.37,9888.57,383.93,9.36,77.22,86.29,23.2,67.33,74.4
Garnertown,4.63,36999.0,2.87,6.84,15.17,49.25,1.51,6.19,78.04,77.62,17.59,81.3,0.63,0.79,65.67,1.32,0.47,1269.7,1974.0,,80.38,189.46,3444.71,206.68,45.93,77.25,88.56,23.44,73.48,85.27
PalosVerdesEstatescity,2.25,101320.0,3.56,1.87,3.98,66.45,16.53,21.54,91.21,90.18,1.15,84.64,13.62,2.95,90.8,0.0,1.62,2713.3,1960.0,,0,85.63,963.32,85.63,14.27,88.72,91.57,62.81,60.31,49.59
Williamsportcity,21.12,20290.0,9.51,8.14,27.68,51.44,1.15,20.71,61.82,59.36,6.71,92.34,0.52,0.77,46.48,6.67,3.39,3468.4,1939.0,6.27,150.44,134.77,4629.22,206.86,43.88,82.42,92.8,13.08,52.76,63.99
Poquosoncity,2.84,43236.0,2.91,5.46,15.64,53.05,2.1,5.63,85.31,82.93,0.76,97.48,1.46,0.87,82.7,1.51,3.31,684.6,1973.0,,8.47,338.95,1271.08,42.37,16.95,65.15,80.9,29.42,68.46,70.86
Muskegocity,2.66,46119.0,2.93,3.88,13.6,58.45,1.92,5.28,89.16,87.61,0.08,99.33,0.24,0.86,84.79,0.07,1.02,519.7,1970.0,,0,24.84,884.21,49.67,4.97,72.52,96.22,18.34,73.97,76.56
Goldencity,11.52,29099.0,5.14,3.3,11.94,37.97,5.27,44.44,72.4,69.9,0.99,93.95,2.62,4.93,56.93,3.22,1.35,1685.0,1970.0,,20.93,265.16,3147.02,334.94,83.73,63.5,80.73,33.41,64.64,74.22
Coppellcity,2.51,58815.0,2.28,1.79,5.29,28.76,7.37,25.58,87.34,87.13,2.29,89.5,5.41,5.97,76.42,0.73,0.74,1106.5,1985.0,8.04,4.02,32.16,1419.1,40.2,8.04,57.73,78.83,46.99,82.41,70.69
GrossePointeWoodscity,1.74,55657.0,2.21,2.55,8.42,70.61,7.81,8.32,87.48,86.15,0.07,98.35,1.46,0.7,93.92,0.32,0.0,5241.1,1952.0,,56.67,5.67,1666.19,175.69,0,87.78,96.44,44.58,60.38,60.2
Pomonacity,18.43,32132.0,9.08,21.66,40.4,40.16,31.57,32.01,71.83,63.54,14.43,57.02,6.67,51.27,57.43,5.64,4.15,5570.2,1963.0,27.66,688.14,855.5,2573.43,1272.54,269.03,79.41,88.17,13.13,60.3,57.38
Manitowoccity,10.65,24202.0,5.79,12.71,25.55,60.66,2.7,40.43,78.34,78.6,0.22,96.37,2.52,1.15,65.96,3.01,1.37,2177.5,1950.0,3.0,9,74.98,4072.94,272.93,18,87.41,93.57,14.48,57.24,74.55
Roswellcity,21.62,21870.0,6.51,14.59,30.72,49.94,6.41,16.24,69.39,62.96,2.56,81.68,0.6,36.49,69.08,11.34,5.52,1478.6,1961.0,18.64,64.2,650.33,4753.23,182.26,49.71,76.72,84.73,15.1,53.17,65.74
GreenOaktownship,2.87,47421.0,4.31,2.53,12.96,51.69,2.88,9.28,87.19,73.8,2.7,95.94,0.41,0.89,86.66,0.67,1.65,322.8,1971.0,,8.39,125.82,1501.43,142.59,25.16,61.48,93.38,21.08,67.01,76.05
Eastontown,4.0,50647.0,4.71,2.77,9.74,61.57,3.9,15.14,86.33,84.79,1.7,96.9,0.99,0.62,78.43,1.24,1.1,672.2,1971.0,,52.69,86.22,1096.9,426.31,0,72.07,93.85,32.25,70.07,72.82
Hermistoncity,19.76,20674.0,10.06,11.14,28.09,41.64,8.93,38.02,65.8,65.13,0.88,87.54,1.94,14.69,52.5,9.53,1.21,1715.7,1973.0,,26.66,115.52,4674.31,355.46,8.89,76.87,85.64,11.72,58.31,68.25
Carrborotown,29.43,19799.0,4.87,3.41,11.13,16.96,6.46,59.52,64.9,65.5,16.71,78.47,3.7,1.72,24.3,3.19,0.85,3156.6,1977.0,14.28,221.33,335.57,5062.12,271.31,0,40.73,69.73,56.72,71.79,69.44
ElkGroveVillagevillage,2.72,48863.0,2.48,3.54,12.25,55.45,9.4,19.92,87.89,86.92,0.79,91.5,6.84,3.57,76.58,0.21,0.72,3001.9,1973.0,,28.8,129.59,2802.1,259.19,48.96,85.48,91.65,26.51,75.02,67.65
LittleRockcity,14.62,26889.0,5.26,6.11,18.05,48.8,2.07,29.36,64.44,58.75,33.98,64.68,0.87,0.76,56.21,5.86,9.25,1649.7,1968.0,37.61,628.25,2470.95,7911.69,1150.86,96.23,80.79,89.48,30.34,64.12,75.92
Thomasvillecity,25.98,20349.0,6.6,15.97,34.89,49.27,0.9,7.64,54.99,47.93,52.56,46.93,0.17,0.49,60.3,11.45,1.55,1162.3,1964.0,15.98,218.39,330.24,5182.7,383.51,53.27,82.27,88.92,18.42,56.0,68.39
GrandJunctioncity,21.65,19042.0,8.53,8.37,22.87,36.2,3.42,19.23,61.04,59.91,0.82,91.82,0.99,11.11,50.37,6.53,2.93,1887.3,1962.0,12.29,67.59,463.93,6541.11,273.44,58.38,67.0,84.14,17.91,52.4,66.44
Beltoncity,25.98,18549.0,8.72,19.11,37.61,45.78,5.67,28.29,70.32,64.86,8.68,76.02,0.79,22.15,56.92,15.42,3.12,1118.3,1967.0,,70.4,168.97,2224.73,147.85,7.04,73.81,91.54,12.59,51.54,65.14
Gallupcity,22.96,26622.0,5.77,11.24,24.92,47.74,4.77,20.26,65.57,62.59,1.16,49.83,1.12,34.68,60.53,14.59,4.18,1675.5,1971.0,24.58,236.01,1229.23,9794.47,653.95,59,78.58,84.98,16.23,65.16,69.74
NiagaraFallscity,18.64,20641.0,10.83,11.7,32.33,63.29,6.44,6.38,58.52,57.24,15.58,82.19,0.26,1.2,55.99,7.0,11.44,4248.1,1942.0,4.97,342.68,324.47,4853.82,816.14,?,92.5,96.32,9.75,51.23,63.99
Lakewoodtownship,16.09,29211.0,7.29,11.31,27.3,57.34,10.54,14.17,76.48,75.33,14.11,79.77,1.42,10.32,65.4,3.55,2.28,1751.5,1970.0,6.47,271.59,254.35,3610.46,448.34,84.06,76.59,89.35,17.19,48.9,62.0
Menashacity,9.92,27264.0,4.43,8.78,21.46,55.51,1.76,8.17,74.45,75.46,0.03,98.01,0.83,0.96,62.07,2.97,1.08,3283.8,1956.0,,0,25.51,4004.59,89.27,6.38,79.76,93.9,11.41,65.71,73.34
BrownDeervillage,4.54,44495.0,1.79,6.98,13.33,62.4,4.58,12.48,87.05,83.03,6.45,91.2,1.77,1.19,73.27,0.0,0.0,2682.6,1966.0,,58.37,75.04,3251.9,325.19,0,87.72,94.52,30.66,71.01,76.74
NorthCharlestoncity,21.73,21824.0,4.82,8.24,26.15,29.01,2.31,21.44,62.54,56.29,34.35,62.67,1.63,2.48,37.49,11.93,5.08,1354.9,1973.0,13.26,633.41,1473.06,8060.57,1222.64,16.2,57.05,66.02,11.41,71.56,64.55
NorthMiamicity,15.48,24898.0,8.23,11.25,30.7,43.15,37.18,26.29,61.82,58.0,31.88,62.42,2.41,24.56,48.68,3.44,1.62,5728.5,1964.0,5.52,937.02,824.73,5283.41,2623.29,23.93,78.04,80.7,17.89,62.11,76.96
Waukeshacity,6.13,36192.0,3.09,5.89,14.86,46.4,3.1,11.95,78.19,77.8,0.56,95.37,1.26,5.91,55.45,1.36,0.36,3175.3,1969.0,1.65,31.34,90.72,2668.95,178.15,28.04,77.87,91.5,25.3,72.49,75.63
GroveCitycity,5.82,34350.0,3.23,4.85,18.75,47.3,0.77,8.55,78.18,76.28,0.54,98.76,0.38,0.54,66.8,2.48,0.68,1879.5,1968.0,,70.23,21.95,2686.33,223.86,0,84.68,92.42,14.95,69.54,75.78
Smithfieldtown,4.34,42523.0,4.82,6.92,19.22,59.51,3.54,5.75,85.52,83.15,0.55,98.55,0.67,0.59,80.47,0.75,0.57,695.7,1966.0,,15.18,40.47,860.02,217.53,15.18,82.42,84.39,25.24,63.0,70.78
Bluefieldcity,19.92,21319.0,5.75,12.26,29.67,68.32,1.4,0.0,70.42,63.1,22.62,76.87,0.36,0.35,70.0,7.96,2.21,1461.5,1945.0,7.92,110.81,197.88,1970.87,102.9,0,87.72,91.24,17.34,46.99,60.18
